Persona,Age,Gender,Nationality,Emirate,Income,Shopping_Frequency,Shopping_Channel,Avg_Spend_Bucket,Recent_Luxury_Purchase,Luxury_View,Social_Perception,Motivation,Trade_Off,Discount_Sensitivity,Scenario_Behavior,Categories,Ethnic_Preference,Color_Preference,Kitchenware_Type,Bundle_Preference,Discovery_Channel,Influencer_Impact,Risk_Concern,Max_Spend,Interest_Level,Will_Buy
Budget Buyer,51+,Female,South Asian,Abu Dhabi,<5K,Weekly,Mixed,500-1500,No,Not important,Low,Status,Design,40%+,Wait Discount,Ethnic Wear,Fusion,Bold,Designer,Maybe,Mall,High,Quality,411,Neutral,No
Value Expat,31-40,Female,Other,Abu Dhabi,5K-10K,Occasional,Mall,500-1500,Yes,Occasional,Medium,Status,Design,40%+,Niche Brand,Ethnic Wear,Saree,Pastel,Non-stick,No,Instagram,High,Price,7609,Neutral,No
Budget Buyer,21-30,Male,Arab,Sharjah,<5K,Monthly,Boutique,5000-15000,No,Not important,Medium,Social Media,Brand,40%+,Luxury Brand,Luxury Fashion,Saree,Pastel,Non-stick,Maybe,Mall,Low,Trust,739,Interested,No
Value Expat,31-40,Female,Other,Sharjah,10K-25K,Monthly,Boutique,1500-5000,Yes,Occasional,Low,Design,Brand,40%+,Wait Discount,Ethnic Wear,NA,Pastel,Cast Iron,Yes,Influencers,Medium,None,4321,Neutral,No
Budget Buyer,31-40,Male,Other,Dubai,<5K,Occasional,Mixed,>15000,No,Not important,Medium,Design,Brand,40%+,Wait Discount,Ethnic Wear,Fusion,Dark,Cast Iron,No,YouTube,Medium,Quality,889,Not Interested,No
Affluent Expat,31-40,Male,Arab,Sharjah,25K-50K,Rarely,Boutique,500-1500,No,Reward,Low,Social Media,Brand,20-40%,Wait Discount,Home Decor,Saree,Neutral,Designer,Yes,TikTok,Medium,Trust,4307,Neutral,Yes
Value Expat,51+,Female,Other,Dubai,10K-25K,Monthly,Boutique,5000-15000,Yes,Occasional,High,Design,Design,20-40%,Wait Discount,Home Decor,Fusion,Pastel,Cast Iron,Maybe,Instagram,None,Social,4159,Not Interested,No
Affluent Expat,41-50,Female,South Asian,Sharjah,25K-50K,Weekly,Mixed,5000-15000,Yes,Reward,High,Quality,Brand,20-40%,Luxury Brand,Luxury Fashion,NA,Neutral,NA,No,Friends,High,None,8521,Neutral,No
Value Expat,Under21,Female,South Asian,Sharjah,10K-25K,Weekly,Online,1500-5000,No,Occasional,High,Social Media,Brand,40%+,Wait Discount,Accessories,Abaya,Dark,Non-stick,No,Mall,Low,None,6811,Interested,No
Value Expat,31-40,Female,South Asian,Sharjah,10K-25K,Rarely,Mixed,>15000,No,Occasional,Medium,Price,Design,20-40%,Niche Brand,Home Decor,Fusion,Bold,Designer,Yes,YouTube,High,Price,2041,Interested,Yes
Budget Buyer,31-40,Female,Western,Other,<5K,Monthly,Boutique,>15000,No,Not important,High,Quality,Brand,40%+,Not Buy,Luxury Fashion,Abaya,Dark,Steel,Yes,Friends,Low,Social,1654,Not Interested,No
Budget Buyer,41-50,Male,Other,Dubai,<5K,Monthly,Mixed,>15000,No,Not important,High,Social Media,Brand,40%+,Luxury Brand,Accessories,Saree,Neutral,Steel,Yes,Mall,High,None,2663,Very Interested,No
Value Expat,51+,Female,Arab,Other,10K-25K,Monthly,Boutique,<500,Yes,Occasional,Medium,Price,Brand,20-40%,Wait Discount,Ethnic Wear,NA,Pastel,Cast Iron,Yes,YouTube,Medium,Trust,6958,Not Interested,Yes
Affluent Expat,31-40,Female,South Asian,Abu Dhabi,25K-50K,Monthly,Online,>15000,Yes,Reward,Medium,Quality,Design,20-40%,Not Buy,Home Decor,Fusion,Bold,NA,Maybe,YouTube,High,Trust,3078,Very Interested,Yes
Affluent Expat,41-50,Female,Arab,Sharjah,25K-50K,Occasional,Mixed,5000-15000,No,Reward,Medium,Price,Design,10-20%,Luxury Brand,Home Decor,NA,Pastel,Designer,No,TikTok,High,Price,10124,Neutral,Yes
Value Expat,31-40,Male,South Asian,Dubai,5K-10K,Monthly,Mall,>15000,No,Occasional,High,Price,Brand,20-40%,Not Buy,Ethnic Wear,Abaya,Bold,Steel,No,Friends,High,Quality,4366,Not Interested,Yes
Affluent Expat,51+,Female,Other,Other,25K-50K,Occasional,Online,1500-5000,Yes,Reward,High,Quality,Brand,20-40%,Luxury Brand,Ethnic Wear,Abaya,Dark,Cast Iron,Yes,Influencers,None,Trust,15754,Neutral,No
Luxury Emirati,51+,Male,Arab,Sharjah,>50K,Weekly,Mall,500-1500,Yes,Necessity,High,Design,Design,No discount needed,Not Buy,Accessories,Fusion,Bold,Cast Iron,Yes,TikTok,None,Quality,22334,Interested,Yes
Affluent Expat,31-40,Male,Arab,Other,25K-50K,Occasional,Mixed,<500,No,Reward,High,Price,Design,20-40%,Wait Discount,Home Decor,Saree,Bold,Cast Iron,Yes,YouTube,None,Price,19096,Very Interested,Yes
Affluent Expat,21-30,Female,Other,Other,10K-25K,Monthly,Boutique,500-1500,Yes,Reward,High,Status,Design,10-20%,Wait Discount,Kitchenware,Fusion,Pastel,Steel,Maybe,Friends,Low,None,13346,Neutral,Yes
Affluent Expat,41-50,Male,Arab,Sharjah,25K-50K,Weekly,Mixed,5000-15000,No,Reward,High,Price,Brand,10-20%,Wait Discount,Home Decor,Fusion,Pastel,NA,Maybe,Influencers,Medium,Social,9498,Neutral,Yes
Affluent Expat,21-30,Male,Western,Dubai,25K-50K,Monthly,Online,500-1500,No,Reward,High,Price,Design,20-40%,Luxury Brand,Ethnic Wear,Fusion,Bold,Designer,No,Mall,Low,Trust,16679,Very Interested,Yes
Luxury Emirati,51+,Female,Arab,Other,>50K,Weekly,Mall,1500-5000,No,Necessity,High,Quality,Brand,No discount needed,Wait Discount,Luxury Fashion,Saree,Neutral,Designer,Maybe,Mall,High,None,17507,Very Interested,Yes
Luxury Emirati,Under21,Female,South Asian,Dubai,>50K,Monthly,Mall,<500,Yes,Necessity,High,Status,Brand,No discount needed,Niche Brand,Luxury Fashion,NA,Pastel,Non-stick,Yes,Mall,High,Price,48023,Very Interested,Yes
Budget Buyer,41-50,Female,Western,Other,<5K,Weekly,Mixed,1500-5000,No,Not important,Medium,Design,Brand,40%+,Not Buy,Kitchenware,Fusion,Bold,Non-stick,No,Mall,Low,Price,2173,Interested,No
Affluent Expat,Under21,Male,Arab,Other,25K-50K,Occasional,Boutique,1500-5000,No,Reward,Low,Social Media,Brand,20-40%,Not Buy,Ethnic Wear,Fusion,Pastel,Cast Iron,Maybe,YouTube,High,None,9704,Neutral,Yes
Affluent Expat,Under21,Male,South Asian,Sharjah,25K-50K,Occasional,Online,5000-15000,No,Reward,Medium,Social Media,Brand,10-20%,Luxury Brand,Kitchenware,Saree,Bold,Non-stick,Maybe,Instagram,Low,Trust,10288,Neutral,Yes
Value Expat,31-40,Female,South Asian,Other,5K-10K,Rarely,Mall,500-1500,Yes,Occasional,Low,Social Media,Design,40%+,Wait Discount,Luxury Fashion,Abaya,Neutral,NA,Maybe,Instagram,High,None,4753,Very Interested,No
Affluent Expat,Under21,Male,Other,Dubai,25K-50K,Rarely,Mall,<500,Yes,Reward,Medium,Design,Brand,20-40%,Not Buy,Kitchenware,Fusion,Dark,Steel,Maybe,TikTok,Medium,None,7424,Neutral,Yes
Budget Buyer,41-50,Male,Other,Dubai,<5K,Weekly,Boutique,<500,No,Not important,Low,Status,Design,40%+,Luxury Brand,Kitchenware,Fusion,Neutral,NA,Yes,TikTok,None,Trust,2244,Not Interested,No
Value Expat,51+,Female,Other,Sharjah,10K-25K,Rarely,Boutique,5000-15000,Yes,Occasional,High,Design,Brand,40%+,Not Buy,Home Decor,Saree,Neutral,Non-stick,Yes,Friends,High,None,4488,Not Interested,Yes
Luxury Emirati,41-50,Female,Emirati,Other,>50K,Rarely,Mall,<500,No,Necessity,Medium,Status,Brand,No discount needed,Not Buy,Luxury Fashion,NA,Bold,Steel,Yes,Mall,Medium,Price,14221,Neutral,Yes
Affluent Expat,21-30,Female,Other,Dubai,25K-50K,Rarely,Online,<500,Yes,Reward,Low,Status,Design,20-40%,Wait Discount,Accessories,Saree,Neutral,Designer,Yes,Friends,Medium,Social,4050,Interested,No
Budget Buyer,31-40,Male,Arab,Abu Dhabi,<5K,Monthly,Boutique,>15000,No,Not important,High,Status,Design,40%+,Not Buy,Ethnic Wear,Fusion,Bold,Designer,Yes,Mall,Medium,Trust,788,Neutral,No
Budget Buyer,Under21,Female,South Asian,Other,<5K,Monthly,Boutique,<500,Yes,Not important,Low,Design,Design,40%+,Niche Brand,Luxury Fashion,Fusion,Bold,NA,No,Friends,High,Price,944,Very Interested,No
Value Expat,41-50,Female,Arab,Other,10K-25K,Occasional,Boutique,5000-15000,Yes,Occasional,High,Quality,Brand,40%+,Wait Discount,Ethnic Wear,Abaya,Pastel,Designer,Maybe,Instagram,High,None,4041,Very Interested,Yes
Value Expat,21-30,Female,Western,Sharjah,10K-25K,Occasional,Mixed,5000-15000,No,Occasional,High,Status,Brand,40%+,Luxury Brand,Accessories,Saree,Bold,Non-stick,Yes,Instagram,Medium,Social,5934,Not Interested,Yes
Luxury Emirati,Under21,Female,South Asian,Sharjah,>50K,Weekly,Mixed,500-1500,No,Necessity,Low,Status,Brand,No discount needed,Luxury Brand,Ethnic Wear,NA,Dark,Designer,Maybe,TikTok,High,Price,20516,Very Interested,Yes
Budget Buyer,41-50,Female,Western,Other,<5K,Occasional,Mall,<500,No,Not important,High,Price,Brand,40%+,Niche Brand,Kitchenware,Saree,Pastel,Steel,Yes,Influencers,Low,Price,2356,Neutral,No
Affluent Expat,21-30,Female,Other,Other,25K-50K,Occasional,Boutique,500-1500,No,Reward,Medium,Status,Design,20-40%,Niche Brand,Ethnic Wear,Fusion,Bold,Designer,Yes,YouTube,High,None,6621,Not Interested,No
Budget Buyer,31-40,Male,Arab,Sharjah,<5K,Rarely,Boutique,>15000,Yes,Not important,High,Social Media,Brand,40%+,Wait Discount,Luxury Fashion,Abaya,Dark,Cast Iron,Maybe,Mall,None,Price,1089,Interested,No
Value Expat,31-40,Male,Western,Dubai,5K-10K,Occasional,Mall,5000-15000,Yes,Occasional,Medium,Design,Brand,40%+,Wait Discount,Accessories,NA,Neutral,NA,No,TikTok,Medium,Price,1062,Neutral,No
Value Expat,51+,Female,Other,Other,5K-10K,Rarely,Mall,>15000,Yes,Occasional,Medium,Design,Brand,20-40%,Not Buy,Ethnic Wear,Fusion,Bold,Steel,Maybe,TikTok,None,None,4721,Not Interested,Yes
Value Expat,31-40,Male,South Asian,Abu Dhabi,10K-25K,Rarely,Online,>15000,Yes,Occasional,High,Quality,Design,20-40%,Niche Brand,Home Decor,NA,Neutral,Cast Iron,No,TikTok,Medium,Quality,1993,Not Interested,Yes
Affluent Expat,Under21,Female,Western,Sharjah,10K-25K,Rarely,Mixed,5000-15000,Yes,Reward,Low,Social Media,Design,10-20%,Niche Brand,Accessories,Saree,Bold,Cast Iron,Maybe,Instagram,High,Quality,8492,Interested,No
Luxury Emirati,31-40,Male,Arab,Dubai,>50K,Rarely,Mixed,>15000,Yes,Necessity,High,Design,Brand,No discount needed,Not Buy,Home Decor,Fusion,Pastel,Cast Iron,Maybe,Friends,High,Trust,38639,Interested,Yes
Affluent Expat,21-30,Female,Other,Abu Dhabi,25K-50K,Rarely,Online,5000-15000,No,Reward,Medium,Design,Brand,10-20%,Wait Discount,Home Decor,Fusion,Pastel,NA,No,Friends,Low,Price,10591,Neutral,Yes
Affluent Expat,41-50,Male,Emirati,Sharjah,25K-50K,Weekly,Boutique,500-1500,Yes,Reward,High,Design,Design,10-20%,Not Buy,Ethnic Wear,Saree,Bold,NA,No,YouTube,Medium,Quality,7902,Neutral,Yes
Value Expat,Under21,Male,Western,Abu Dhabi,10K-25K,Occasional,Online,5000-15000,Yes,Occasional,Low,Design,Brand,40%+,Niche Brand,Kitchenware,NA,Dark,Designer,Yes,Influencers,High,Trust,2393,Very Interested,No
Affluent Expat,21-30,Male,South Asian,Other,25K-50K,Monthly,Online,<500,Yes,Reward,Medium,Quality,Design,20-40%,Not Buy,Luxury Fashion,Saree,Dark,Non-stick,Yes,Instagram,None,Trust,11965,Interested,Yes
Luxury Emirati,31-40,Male,Western,Other,>50K,Weekly,Boutique,5000-15000,Yes,Necessity,High,Status,Brand,No discount needed,Niche Brand,Luxury Fashion,NA,Pastel,NA,Maybe,Influencers,Medium,Social,20794,Interested,Yes
Budget Buyer,41-50,Female,Other,Other,<5K,Monthly,Online,5000-15000,No,Not important,High,Price,Brand,40%+,Not Buy,Ethnic Wear,NA,Pastel,NA,Yes,Mall,Low,None,398,Neutral,No
Budget Buyer,21-30,Male,South Asian,Abu Dhabi,<5K,Rarely,Online,5000-15000,No,Not important,Low,Social Media,Design,40%+,Niche Brand,Luxury Fashion,Fusion,Dark,Designer,Maybe,YouTube,Low,Quality,718,Very Interested,No
Budget Buyer,Under21,Female,Other,Other,<5K,Occasional,Online,<500,No,Not important,High,Status,Brand,40%+,Luxury Brand,Kitchenware,Abaya,Pastel,Designer,Yes,Mall,Medium,Trust,2823,Very Interested,No
Budget Buyer,31-40,Male,Other,Other,<5K,Occasional,Online,500-1500,Yes,Not important,High,Status,Design,40%+,Luxury Brand,Home Decor,NA,Dark,Cast Iron,No,Friends,High,Trust,480,Interested,No
Luxury Emirati,31-40,Female,South Asian,Sharjah,25K-50K,Rarely,Boutique,500-1500,No,Necessity,Low,Quality,Brand,No discount needed,Niche Brand,Kitchenware,Abaya,Dark,Steel,No,TikTok,Low,Social,32596,Very Interested,Yes
Affluent Expat,31-40,Male,Arab,Abu Dhabi,10K-25K,Weekly,Mixed,5000-15000,No,Reward,Low,Price,Brand,10-20%,Niche Brand,Home Decor,Abaya,Neutral,Steel,Maybe,YouTube,High,Social,13722,Very Interested,Yes
Value Expat,41-50,Male,Emirati,Abu Dhabi,10K-25K,Weekly,Boutique,<500,Yes,Occasional,Medium,Price,Brand,20-40%,Niche Brand,Luxury Fashion,Abaya,Dark,NA,Yes,TikTok,High,None,6146,Interested,Yes
Value Expat,21-30,Female,Other,Abu Dhabi,5K-10K,Weekly,Boutique,5000-15000,No,Occasional,High,Price,Design,20-40%,Not Buy,Accessories,Saree,Bold,Designer,Yes,Influencers,Low,Quality,4862,Interested,No
Luxury Emirati,31-40,Male,Western,Other,>50K,Occasional,Boutique,1500-5000,Yes,Necessity,Low,Design,Brand,No discount needed,Niche Brand,Kitchenware,Abaya,Bold,Designer,Maybe,Friends,Low,Trust,35903,Very Interested,Yes
Budget Buyer,31-40,Male,Other,Abu Dhabi,<5K,Monthly,Boutique,>15000,Yes,Not important,Low,Design,Brand,40%+,Niche Brand,Luxury Fashion,Abaya,Pastel,NA,No,Mall,Medium,Trust,2485,Not Interested,No
Affluent Expat,51+,Male,Western,Abu Dhabi,25K-50K,Rarely,Mall,<500,Yes,Reward,Low,Quality,Brand,10-20%,Wait Discount,Kitchenware,Abaya,Dark,Cast Iron,Yes,TikTok,None,Social,14291,Interested,No
Affluent Expat,31-40,Female,South Asian,Sharjah,25K-50K,Weekly,Mall,500-1500,Yes,Reward,Medium,Status,Design,20-40%,Wait Discount,Ethnic Wear,Fusion,Neutral,Cast Iron,Yes,Influencers,Low,Price,17666,Interested,No
Value Expat,41-50,Female,Other,Abu Dhabi,10K-25K,Weekly,Online,5000-15000,Yes,Occasional,High,Design,Brand,40%+,Niche Brand,Luxury Fashion,NA,Pastel,Steel,No,Friends,None,Social,4864,Not Interested,No
Value Expat,31-40,Male,Western,Sharjah,5K-10K,Rarely,Mixed,<500,Yes,Occasional,High,Design,Design,40%+,Not Buy,Home Decor,NA,Dark,Non-stick,Yes,TikTok,Low,Trust,7082,Neutral,Yes
Value Expat,51+,Female,Other,Sharjah,10K-25K,Weekly,Boutique,<500,Yes,Occasional,Low,Quality,Design,40%+,Wait Discount,Home Decor,Saree,Neutral,Non-stick,No,Influencers,Medium,Trust,2142,Not Interested,No
Luxury Emirati,31-40,Male,Arab,Other,>50K,Occasional,Mixed,5000-15000,Yes,Necessity,High,Price,Design,No discount needed,Wait Discount,Kitchenware,NA,Neutral,Cast Iron,Maybe,Instagram,High,None,22099,Interested,Yes
Budget Buyer,Under21,Male,Arab,Dubai,<5K,Rarely,Online,1500-5000,No,Not important,High,Quality,Brand,40%+,Wait Discount,Home Decor,Abaya,Neutral,Cast Iron,Maybe,TikTok,Low,None,1954,Not Interested,No
Affluent Expat,21-30,Male,Other,Sharjah,25K-50K,Weekly,Boutique,5000-15000,Yes,Reward,High,Social Media,Design,20-40%,Not Buy,Home Decor,Abaya,Neutral,Non-stick,No,Mall,Medium,None,17307,Very Interested,Yes
Luxury Emirati,31-40,Female,Other,Other,>50K,Rarely,Online,>15000,No,Necessity,Low,Design,Brand,No discount needed,Luxury Brand,Kitchenware,Abaya,Neutral,Non-stick,Maybe,YouTube,Low,Price,14531,Neutral,Yes
Budget Buyer,21-30,Female,Other,Dubai,<5K,Occasional,Mixed,1500-5000,No,Not important,Low,Status,Design,40%+,Wait Discount,Accessories,NA,Dark,NA,Yes,TikTok,Medium,Social,2203,Not Interested,No
Budget Buyer,31-40,Male,Other,Other,<5K,Occasional,Online,1500-5000,No,Not important,Medium,Status,Brand,40%+,Luxury Brand,Kitchenware,Fusion,Neutral,Non-stick,No,YouTube,None,Price,1109,Very Interested,No
Budget Buyer,21-30,Male,Western,Sharjah,<5K,Rarely,Boutique,500-1500,No,Not important,High,Design,Brand,40%+,Niche Brand,Home Decor,NA,Neutral,Cast Iron,No,Influencers,Medium,Price,2639,Not Interested,No
Budget Buyer,51+,Female,South Asian,Abu Dhabi,<5K,Monthly,Mixed,<500,No,Not important,High,Status,Brand,40%+,Wait Discount,Home Decor,Fusion,Bold,Designer,No,YouTube,Low,Quality,2312,Not Interested,No
Value Expat,51+,Female,Other,Other,5K-10K,Occasional,Mixed,500-1500,Yes,Occasional,Medium,Social Media,Design,20-40%,Not Buy,Kitchenware,Abaya,Dark,NA,Maybe,Influencers,Low,Trust,7553,Interested,No
Value Expat,21-30,Male,Arab,Dubai,10K-25K,Weekly,Boutique,<500,Yes,Occasional,High,Social Media,Brand,20-40%,Wait Discount,Ethnic Wear,Saree,Bold,NA,Maybe,TikTok,Low,Price,3871,Not Interested,No
Luxury Emirati,41-50,Female,Arab,Abu Dhabi,>50K,Monthly,Boutique,1500-5000,Yes,Necessity,High,Design,Brand,No discount needed,Luxury Brand,Kitchenware,NA,Neutral,Cast Iron,Maybe,TikTok,None,Trust,43587,Very Interested,Yes
Affluent Expat,Under21,Female,South Asian,Sharjah,25K-50K,Occasional,Boutique,>15000,Yes,Reward,Medium,Price,Brand,10-20%,Not Buy,Accessories,Fusion,Dark,Cast Iron,No,Mall,High,Trust,5173,Not Interested,No
Affluent Expat,51+,Male,Western,Dubai,25K-50K,Occasional,Mixed,5000-15000,No,Reward,Low,Status,Design,20-40%,Luxury Brand,Ethnic Wear,Saree,Bold,Non-stick,Yes,Influencers,None,Price,9286,Very Interested,Yes
Affluent Expat,Under21,Female,South Asian,Other,10K-25K,Occasional,Mixed,500-1500,No,Reward,Low,Quality,Brand,20-40%,Wait Discount,Ethnic Wear,Abaya,Bold,Cast Iron,Yes,YouTube,Medium,Social,5244,Very Interested,No
Value Expat,21-30,Female,South Asian,Other,10K-25K,Rarely,Mall,1500-5000,Yes,Occasional,High,Status,Brand,40%+,Not Buy,Accessories,Saree,Bold,Steel,Yes,YouTube,High,Trust,5490,Neutral,No
Value Expat,21-30,Female,Western,Sharjah,5K-10K,Occasional,Boutique,500-1500,Yes,Occasional,Low,Design,Design,20-40%,Niche Brand,Home Decor,Abaya,Pastel,Designer,Yes,TikTok,None,Trust,2308,Neutral,No
Luxury Emirati,51+,Male,Other,Dubai,>50K,Weekly,Boutique,<500,Yes,Necessity,Low,Social Media,Design,No discount needed,Wait Discount,Accessories,Saree,Neutral,Steel,No,Instagram,Low,Social,21815,Interested,Yes
Affluent Expat,31-40,Male,Western,Dubai,25K-50K,Weekly,Boutique,1500-5000,No,Reward,Low,Design,Brand,10-20%,Luxury Brand,Home Decor,Saree,Pastel,Cast Iron,Maybe,TikTok,None,Social,9639,Not Interested,Yes
Value Expat,51+,Female,Other,Sharjah,10K-25K,Monthly,Mall,5000-15000,Yes,Occasional,High,Design,Brand,40%+,Not Buy,Home Decor,NA,Bold,Non-stick,Maybe,TikTok,Low,Social,2893,Interested,No
Luxury Emirati,51+,Female,Arab,Dubai,>50K,Rarely,Mall,500-1500,No,Necessity,Medium,Social Media,Brand,No discount needed,Wait Discount,Kitchenware,Fusion,Pastel,NA,Yes,Instagram,None,Price,18515,Interested,Yes
Budget Buyer,41-50,Female,Emirati,Other,<5K,Rarely,Online,>15000,Yes,Not important,Low,Price,Brand,40%+,Luxury Brand,Ethnic Wear,Saree,Neutral,Non-stick,Maybe,Influencers,None,Trust,1382,Neutral,No
Value Expat,41-50,Male,Other,Abu Dhabi,10K-25K,Monthly,Mall,5000-15000,Yes,Occasional,High,Design,Brand,20-40%,Luxury Brand,Accessories,Fusion,Dark,NA,Yes,TikTok,High,Trust,4960,Neutral,Yes
Value Expat,Under21,Male,Other,Abu Dhabi,5K-10K,Rarely,Online,5000-15000,No,Occasional,Low,Design,Design,40%+,Niche Brand,Home Decor,NA,Pastel,Non-stick,Yes,Influencers,Low,Social,7170,Not Interested,No
Value Expat,51+,Female,Emirati,Other,10K-25K,Rarely,Mixed,1500-5000,No,Occasional,Low,Quality,Design,20-40%,Wait Discount,Luxury Fashion,NA,Dark,Steel,No,Friends,Low,Price,6613,Not Interested,Yes
Budget Buyer,31-40,Male,Emirati,Sharjah,<5K,Occasional,Boutique,<500,No,Not important,Low,Status,Design,40%+,Not Buy,Ethnic Wear,Saree,Dark,Cast Iron,Yes,Friends,Low,Price,2058,Very Interested,No
Affluent Expat,21-30,Male,Western,Abu Dhabi,25K-50K,Weekly,Online,>15000,No,Reward,Low,Status,Brand,10-20%,Niche Brand,Ethnic Wear,NA,Neutral,Designer,No,Instagram,Low,Trust,14678,Very Interested,Yes
Value Expat,21-30,Female,Arab,Dubai,10K-25K,Monthly,Online,>15000,No,Occasional,Medium,Status,Brand,40%+,Wait Discount,Accessories,NA,Neutral,NA,No,YouTube,High,Trust,5205,Very Interested,Yes
Value Expat,21-30,Female,Arab,Abu Dhabi,5K-10K,Occasional,Boutique,1500-5000,Yes,Occasional,Medium,Social Media,Design,20-40%,Niche Brand,Kitchenware,Fusion,Dark,Designer,No,Instagram,Medium,Trust,5723,Not Interested,No
Affluent Expat,21-30,Male,Arab,Sharjah,25K-50K,Weekly,Boutique,>15000,Yes,Reward,Low,Price,Design,20-40%,Niche Brand,Home Decor,NA,Neutral,Designer,Maybe,Mall,None,Price,16551,Neutral,Yes
Budget Buyer,41-50,Male,Other,Abu Dhabi,<5K,Monthly,Online,500-1500,No,Not important,Medium,Status,Design,40%+,Niche Brand,Accessories,Fusion,Neutral,Non-stick,No,Friends,None,Price,1548,Interested,No
Value Expat,51+,Female,Arab,Abu Dhabi,5K-10K,Occasional,Mall,>15000,Yes,Occasional,Low,Design,Brand,40%+,Luxury Brand,Ethnic Wear,NA,Pastel,Non-stick,Yes,Friends,High,Trust,6194,Not Interested,No
Value Expat,21-30,Female,Arab,Dubai,5K-10K,Monthly,Boutique,5000-15000,Yes,Occasional,Low,Quality,Brand,40%+,Niche Brand,Home Decor,NA,Bold,Non-stick,No,Influencers,None,Social,5344,Interested,No
Budget Buyer,21-30,Female,Western,Sharjah,<5K,Monthly,Mixed,1500-5000,No,Not important,Medium,Social Media,Brand,40%+,Wait Discount,Home Decor,Abaya,Neutral,Steel,No,Instagram,None,Trust,216,Interested,No
Budget Buyer,51+,Male,Other,Other,<5K,Rarely,Mixed,1500-5000,No,Not important,Medium,Social Media,Brand,40%+,Not Buy,Luxury Fashion,Saree,Neutral,Non-stick,No,Mall,Medium,None,1060,Interested,No
Value Expat,31-40,Female,Other,Sharjah,10K-25K,Monthly,Mixed,5000-15000,Yes,Occasional,Medium,Price,Design,20-40%,Not Buy,Home Decor,NA,Neutral,Designer,Yes,Influencers,None,Trust,7794,Neutral,Yes
Budget Buyer,51+,Female,Western,Dubai,<5K,Monthly,Boutique,>15000,No,Not important,High,Status,Design,40%+,Not Buy,Home Decor,Saree,Bold,Designer,Yes,TikTok,Low,Quality,2751,Not Interested,No
Value Expat,51+,Female,Arab,Dubai,10K-25K,Monthly,Online,<500,Yes,Occasional,Medium,Status,Design,40%+,Wait Discount,Home Decor,NA,Bold,Cast Iron,Maybe,YouTube,None,Social,7833,Interested,No
Value Expat,31-40,Male,Emirati,Other,10K-25K,Monthly,Mixed,500-1500,Yes,Occasional,Low,Social Media,Design,20-40%,Niche Brand,Home Decor,Saree,Dark,Steel,Yes,Influencers,Low,Quality,6950,Neutral,No
Value Expat,31-40,Female,Other,Sharjah,10K-25K,Monthly,Online,<500,Yes,Occasional,Medium,Quality,Brand,40%+,Wait Discount,Accessories,NA,Pastel,Non-stick,No,TikTok,None,Trust,6297,Interested,No
Value Expat,41-50,Male,South Asian,Dubai,10K-25K,Occasional,Mall,500-1500,Yes,Occasional,Medium,Design,Brand,40%+,Not Buy,Kitchenware,Fusion,Dark,Non-stick,Yes,YouTube,None,Price,2030,Not Interested,Yes
Luxury Emirati,51+,Female,Western,Other,>50K,Weekly,Boutique,>15000,Yes,Necessity,Medium,Status,Brand,No discount needed,Not Buy,Kitchenware,Saree,Bold,Cast Iron,No,Instagram,Low,Social,25088,Not Interested,Yes
Budget Buyer,21-30,Male,Emirati,Dubai,<5K,Weekly,Boutique,>15000,No,Not important,Low,Quality,Brand,40%+,Not Buy,Ethnic Wear,Saree,Bold,NA,Yes,YouTube,High,None,674,Neutral,No
Budget Buyer,41-50,Female,Emirati,Dubai,<5K,Weekly,Mixed,500-1500,No,Not important,Low,Design,Design,40%+,Not Buy,Kitchenware,Fusion,Neutral,NA,Yes,Influencers,Medium,Trust,957,Neutral,No
